element,osmid,leisure,sport,covered,int_name,name,name:sr,name:sr-Latn,addr:floor,length,location,swimming_pool,access,start_date,source,description,lit,operator,content,type,candidate_source,index,area,name:en,website,amenity,bath:open_air,bath:sand_bath,fee,wikipedia,wikidata,bath:type,shower,alt_name,contact:instagram,opening_hours,phone,addr:place,addr:postcode,designation,addr:city,addr:housenumber,addr:street,check_date,wheelchair,operator:type,name:ru,alt_name:sr,alt_name:sr-Latn,email,level,addr:suburb,building,building:levels,ref:RS:kucni_broj,barrier,old_name,old_name:en,old_name:sr,old_name:sr-Latn,wikimedia_commons,year_of_construction,internet_access,roof:direction,roof:shape,layer,contact:facebook,contact:twitter,surface,old_addr:housenumber,old_addr:street,nohousenumber,fax,man_made,outdoor,tower:type,climbing:boulder,contact:phone,shooting,addr:housename,image,name:de,note,club,outdoor_seating,rental,mobile,fitness_station,entrance,addr:pak,addr:country,contact:website,personal_trainer,sauna,check_date:opening_hours,addr:level,contact:linkedin,contact:youtube,internet_access:fee,payment:cash,payment:credit_cards,payment:debit_cards,payment:cards,index_right,venue_type,venue_name,venue_dist_m,is_municipal,name_normalized,access_value,exclude_private_access,pool_type,geometry_orig_wkt,lon,lat
way,1376676386.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.437555 44.791979, 20.437661 44.791936, 20.43763 44.791896, 20.437523 44.791939, 20.437555 44.791979))",20.437592199999997,44.791937749999995
way,1376676387.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.437133 44.79195, 20.437232 44.791881, 20.437185 44.791847, 20.437086 44.791916, 20.437133 44.79195))",20.437158818236256,44.79189825
way,1376681157.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,gym,Mavic,62.42544444782654,False,,,False,gym,"POLYGON ((20.463474 44.77321, 20.46337 44.773161, 20.463402 44.773127, 20.463506 44.773176, 20.463474 44.77321))",20.46343760000001,44.773168350000006
way,1378860977.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.462489 44.73736, 20.462562 44.737256, 20.462645 44.737285, 20.462572 44.737389, 20.462489 44.73736))",20.462567050000004,44.73732224999999
way,1382955868.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.433251 44.789791, 20.433294 44.78983, 20.433226 44.78987, 20.433207 44.789871, 20.433186 44.789867, 20.433177 44.789857, 20.433172 44.789843, 20.433176 44.789828, 20.433251 44.789791))",20.43322818415146,44.7898368
way,1421753678.0,swimming_pool,,,,,,,,,outdoor,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.663787 44.444115, 20.663805 44.444118, 20.663837 44.444116, 20.663869 44.444106, 20.663931 44.444064, 20.663995 44.444001, 20.664002 44.443968, 20.663994 44.443941, 20.663966 44.443921, 20.663929 44.443908, 20.663889 44.443907, 20.663848 44.443916, 20.663809 44.443944, 20.663754 44.443984, 20.663729 44.444021, 20.663726 44.444046, 20.663726 44.444071, 20.663737 44.444095, 20.663754 44.444107, 20.66377 44.444112, 20.663787 44.444115))",20.663860390164295,44.44401105
way,1421753679.0,swimming_pool,,,,,,,,,outdoor,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,sports_centre,Базени Фламинго,76.53299574728247,False,,,False,sports_centre,"POLYGON ((20.663371 44.444136, 20.663406 44.444133, 20.663456 44.444122, 20.663488 44.444108, 20.663511 44.444096, 20.663531 44.444082, 20.663533 44.444067, 20.663531 44.444049, 20.663522 44.444034, 20.663526 44.444017, 20.663549 44.443999, 20.663556 44.443978, 20.663549 44.443958, 20.663535 44.44394, 20.663526 44.443935, 20.663512 44.443937, 20.663497 44.443937, 20.66348 44.44393, 20.663472 44.443921, 20.663454 44.443921, 20.66344 44.443929, 20.66343 44.443942, 20.66341 44.443958, 20.663412 44.443978, 20.663408 44.443996, 20.663393 44.444005, 20.663358 44.444022, 20.663342 44.444028, 20.663328 44.44403, 20.663314 44.444023, 20.6633 44.444017, 20.663292 44.444021, 20.663282 44.444028, 20.663279 44.44404, 20.663289 44.444052, 20.663298 44.444064, 20.663293 44.444069, 20.663289 44.444088, 20.663307 44.444112, 20.66332 44.444125, 20.663339 44.444136, 20.663356 44.444139, 20.663371 44.444136))",20.66342906097561,44.4440289
way,1421753680.0,swimming_pool,,,,,,,,,outdoor,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,sports_centre,Базени Фламинго,68.3177201659441,False,,,False,sports_centre,"POLYGON ((20.66306 44.444407, 20.663061 44.44443, 20.663072 44.44445, 20.6631 44.44447, 20.663137 44.444472, 20.663165 44.444468, 20.663182 44.444456, 20.663198 44.444448, 20.663215 44.444448, 20.663244 44.444469, 20.663267 44.444475, 20.663295 44.444475, 20.663311 44.444468, 20.663336 44.444454, 20.663353 44.444436, 20.663351 44.444414, 20.663341 44.444397, 20.663324 44.44439, 20.663304 44.444382, 20.663284 44.44438, 20.663271 44.444379, 20.663252 44.44438, 20.663232 44.44439, 20.663203 44.444397, 20.663184 44.444394, 20.663168 44.444384, 20.663166 44.444364, 20.663166 44.44435, 20.663154 44.444333, 20.663138 44.444327, 20.663119 44.444324, 20.663101 44.444326, 20.663086 44.444331, 20.66307 44.444338, 20.663056 44.444354, 20.663054 44.444376, 20.663052 44.444389, 20.66306 44.444407))",20.663201078576783,44.444402049999994
way,1427036939.0,swimming_pool,,,,,,,,,,,private,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,private,True,,"POLYGON ((20.44773 44.786241, 20.447775 44.786267, 20.447679 44.786353, 20.447634 44.786328, 20.44773 44.786241))",20.447704599999994,44.78629725
way,1427325255.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.449758 44.783751, 20.449861 44.783853, 20.449807 44.783881, 20.449703 44.783779, 20.449758 44.783751))",20.449782250000005,44.78381575000001
way,1427376067.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.436442 44.790106, 20.436491 44.790072, 20.436391 44.789999, 20.436342 44.790033, 20.436442 44.790106))",20.436416599999994,44.79005255
way,1428933040.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.452309 44.782952, 20.452452 44.782961, 20.452457 44.782921, 20.452314 44.782912, 20.452309 44.782952))",20.4523831309375,44.78293635
way,1429460668.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.44983 44.782426, 20.449896 44.782391, 20.449808 44.782307, 20.449835 44.782293, 20.449799 44.782258, 20.449756 44.782281, 20.449775 44.7823, 20.449726 44.782326, 20.44983 44.782426))",20.44981120289758,44.782358450000004
way,1429460669.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.449782 44.781996, 20.449777 44.78199, 20.449776 44.781983, 20.449778 44.781976, 20.449782 44.78197, 20.44979 44.781966, 20.449799 44.781963, 20.449808 44.781963, 20.449818 44.781965, 20.449825 44.781969, 20.449831 44.781974, 20.449834 44.781981, 20.449834 44.781987, 20.44983 44.781994, 20.449824 44.781999, 20.449816 44.782003, 20.449807 44.782004, 20.449797 44.782004, 20.449789 44.782001, 20.449782 44.781996))",20.44980495341308,44.78198515
way,1429713309.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.452595 44.781517, 20.452644 44.781499, 20.452587 44.781423, 20.452538 44.781442, 20.452595 44.781517))",20.452591185807115,44.781470150000004
way,1443061024.0,swimming_pool,,,,,,,,,,,,,osm,,,,,,leisure=swimming_pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.565436 44.579525, 20.565408 44.579494, 20.565494 44.579455, 20.565522 44.579486, 20.565436 44.579525))",20.565465100000015,44.57948969999999
node,7369708075.0,water_park,,,,Akva park Hollywoodland,,,,,,,,,osm,,,,,,leisure=water_park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,waterpark,Akva park Hollywoodland,0.0,False,akva park hollywoodland,,False,waterpark,POINT (20.34234 44.801392),20.3423399,44.8013915
way,975429567.0,water_park,,,,,,,,,,,,,osm,,,,,,leisure=water_park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0,waterpark,,0.0,False,,,False,waterpark,"POLYGON ((20.212677 44.657372, 20.212765 44.657428, 20.212925 44.657414, 20.213072 44.657386, 20.21348 44.657261, 20.213336 44.657028, 20.212912 44.657163, 20.21253 44.656796, 20.212504 44.656776, 20.212469 44.65676, 20.21243 44.656757, 20.212383 44.656754, 20.212335 44.656764, 20.212299 44.656786, 20.212272 44.656821, 20.212264 44.656845, 20.212273 44.656908, 20.212677 44.657372))",20.212639084925968,44.657095850000005
way,1072085874.0,water_park,swimming,,,Hollywoodland Aquapark,,,,,,,,,osm,,,,,,leisure=water_park,,,Hollywoodland Aquapark,https://hollywoodland-wellness-spa.worhot.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,waterpark,Hollywoodland Aquapark,0.0,False,hollywoodland aquapark,,False,waterpark,"POLYGON ((20.344363 44.800268, 20.343482 44.800084, 20.34337 44.800362, 20.343631 44.800415, 20.343364 44.801251, 20.343591 44.801291, 20.34398 44.80136, 20.344363 44.800268))",20.343831055136892,44.80083295
way,1362847590.0,water_park,,,Vidik,Видик,Видик,Vidik,,,,,,,osm,,,,,,leisure=water_park,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.0,waterpark,Видик,0.0,False,vidik,,False,waterpark,"POLYGON ((20.299758 44.369491, 20.300015 44.368852, 20.300309 44.368903, 20.300565 44.369052, 20.300691 44.369071, 20.301152 44.369111, 20.301371 44.36912, 20.301806 44.369139, 20.30182 44.369256, 20.301797 44.369343, 20.30129 44.369492, 20.301276 44.3695, 20.301271 44.369926, 20.301407 44.370085, 20.300787 44.370042, 20.300809 44.369803, 20.300721 44.369787, 20.300705 44.369633, 20.299741 44.369673, 20.299759 44.369544, 20.299758 44.369491))",20.300666515896662,44.36941685
node,5964939082.0,,,,Otvorena banja Obrenovac,Отворена бања Обреновац,Отворена бања Обреновац,Otvorena banja Obrenovac,,,,,,,osm,,,,,,amenity=public_bath,,,,,public_bath,yes,no,no,sr:Бања „Цевка” у Обреновцу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0,waterpark,,3.9649797398255453,True,otvorena banja obrenovac,,False,waterpark,POINT (20.212646 44.657131),20.212646,44.6571312
node,9002362583.0,,,,Obrenovacka banja,Обреновачка бања,Обреновачка бања,Obrenovačka banja,,,,,,,osm,,,,,,amenity=public_bath,,,,,public_bath,no,no,yes,sr:Обреновачка бања,Q16084911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,obrenovacka banja,,False,,POINT (20.202811 44.653861),20.202811,44.653861
way,978793310.0,,,,,,,,,,,,,,osm,,,,,,amenity=public_bath,,,,,public_bath,yes,,,,,lake,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,False,,"POLYGON ((20.238356 44.390473, 20.238263 44.390248, 20.237929 44.389437, 20.237205 44.389474, 20.236258 44.389567, 20.236091 44.38961, 20.23601 44.389719, 20.235966 44.389805, 20.235977 44.389944, 20.236023 44.39021, 20.236039 44.390389, 20.236326 44.390855, 20.236893 44.390958, 20.23699 44.39133, 20.237245 44.391361, 20.237335 44.391498, 20.237658 44.39149, 20.237633 44.391151, 20.237957 44.390869, 20.238269 44.390617, 20.238356 44.390473))",20.23720160772399,44.390431199999995
node,11400134869.0,sports_centre,swimming,,Bazeni Flamingo,Базени Фламинго,Базени Фламинго,Bazeni Flamingo,,,,,,,osm,,,,,,leisure=sports_centre (filtered),,,,,,,,yes,,,,,Bazeni Flamingo,bazeni_flamingo,Mo-Su 10:00-18:00,+381 63 258884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,sports_centre,Базени Фламинго,0.0,False,bazeni flamingo,,False,sports_centre,POINT (20.66247 44.44408),20.6624699,44.444079699999996
node,12804514228.0,sports_centre,swimming,,Slobodan stil,Слободан стил,Слободан стил,Slobodan stil,,,,,,,osm,,,,,,leisure=sports_centre (filtered),,,,https://slobodanstil.rs/,,,,,,,,,,,,+381 64 110 80 07,,,,,18,Банатска,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,sports_centre,Слободан стил,0.0,False,slobodan stil,,False,sports_centre,POINT (20.37952 44.851092),20.3795199,44.851092300000005
relation,9327497.0,sports_centre,,,,Gradski bazen,,,,,,,,,osm,,,,,multipolygon,leisure=sports_centre (filtered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0,sports_centre,Gradski bazen,0.0,False,gradski bazen,,False,sports_centre,"MULTIPOLYGON (((20.252491 44.382078, 20.252253 44.38207, 20.252231 44.382402, 20.252469 44.38241, 20.252491 44.382078)), ((20.251605 44.382972, 20.251596 44.383088, 20.251819 44.383097, 20.251817 44.383119, 20.251996 44.383126, 20.252005 44.383007, 20.252064 44.383009, 20.252068 44.382959, 20.252187 44.382964, 20.252223 44.382471, 20.252225 44.382436, 20.252099 44.382432, 20.252103 44.382385, 20.25189 44.382377, 20.251893 44.382334, 20.251786 44.38233, 20.251782 44.382384, 20.251691 44.38238, 20.251686 44.382456, 20.2516 44.382453, 20.251566 44.382924, 20.251648 44.382927, 20.251645 44.382974, 20.251605 44.382972), (20.252141 44.382467, 20.25211 44.382923, 20.251798 44.382912, 20.251829 44.382456, 20.252141 44.382467), (20.251896 44.383016, 20.251894 44.383063, 20.251792 44.38306, 20.251794 44.383014, 20.251896 44.383016)), ((20.251558 44.382933, 20.251574 44.382715, 20.251497 44.382712, 20.251481 44.382931, 20.251558 44.382933)))",20.25236107438859,44.382240049999986
way,23710165.0,sports_centre,swimming,,SRC Tasmajdan,СРЦ Ташмајдан,,,,,,,,1968,osm,,,,,,leisure=sports_centre (filtered),,,,https://www.tasmajdan.rs/,,,,,sr:СРЦ Ташмајдан,Q2945515,,,,,,,,,,,26,Илије Гарашанина,,,,,,,,,,yes,5,3176842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,sports_centre,СРЦ Ташмајдан,0.0,True,src tasmajdan,,False,sports_centre,"POLYGON ((20.47328 44.809388, 20.472722 44.808973, 20.473281 44.808608, 20.473852 44.80904, 20.473462 44.809459, 20.47328 44.809388))",20.47328752606532,44.80900644999999
way,89826622.0,sports_centre,baseball;swimming;multi;fitness;karate;volleyball,,,Dynamic Sports & Health Centre,,,,,,,,,osm,,,BC Dynamic,,,leisure=sports_centre (filtered),,,,https://www.dynamic.rs/,,,,yes,,,,,,,,+381 11 40 444 50,,11000,,Београд,62,Дунавска,,,,,,,info@dynamic.rs,,,yes,2,3211446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,sports_centre,Dynamic Sports & Health Centre,0.0,False,dynamic sports & health centre,,False,sports_centre,"POLYGON ((20.465144 44.825922, 20.465282 44.826002, 20.465586 44.825739, 20.465449 44.825659, 20.465223 44.825851, 20.465144 44.825922))",20.46540496752531,44.82579485000001
way,393519684.0,sports_centre,soccer;basketball;swimming,,Centar zdravlja Izvor,Центар здравља Извор,Центар здравља Извор,Centar zdravlja Izvor,,,,,,,osm,,,,,,leisure=sports_centre (filtered),,,,,,,,,,,,,,,,+381 11 8260005,,11233,,Стојник,1,Викенд насеље Морак,,,,,,,office@centarizvor.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.0,sports_centre,Центар здравља Извор,0.0,False,centar zdravlja izvor,,False,sports_centre,"POLYGON ((20.517443 44.51609, 20.517754 44.515971, 20.517718 44.5159, 20.517892 44.515796, 20.517744 44.515638, 20.517946 44.515498, 20.517607 44.515205, 20.51698 44.515589, 20.517306 44.515862, 20.517443 44.51609))",20.51747515717958,44.515717050000006
way,402780548.0,sports_centre,soccer;tennis;swimming;fitness,,,Colonial Sun,,,,,,,,,osm,,,,,,leisure=sports_centre (filtered),,,,http://www.colonialsun.rs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.0,sports_centre,Colonial Sun,0.0,False,colonial sun,,False,sports_centre,"POLYGON ((20.447839 44.794916, 20.447748 44.794598, 20.447751 44.794588, 20.447993 44.794553, 20.448013 44.794624, 20.448064 44.794801, 20.448086 44.79488, 20.447839 44.794916))",20.44790972021712,44.794712499999996
way,415849486.0,sports_centre,swimming,,,Kengur Resort,,,,,,,,,osm,,,,,,leisure=sports_centre (filtered),,,Kengur Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0,sports_centre,Kengur Resort,0.0,False,kengur resort,,False,sports_centre,"POLYGON ((20.347324 44.85079, 20.346638 44.850248, 20.347063 44.849978, 20.347748 44.850521, 20.347324 44.85079))",20.347193349999998,44.85038445
way,416577880.0,sports_centre,swimming,,Otvoreni bazeni,Отворени базени,Отворени базени,Otvoreni bazeni,,,,,,,osm,,,,,,leisure=sports_centre (filtered),,,,,,,,,,,,,,,10:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0,sports_centre,Отворени базени,0.0,False,otvoreni bazeni,,False,sports_centre,"POLYGON ((20.452608 44.829315, 20.453623 44.829359, 20.453875 44.829657, 20.453697 44.829856, 20.453408 44.829848, 20.453103 44.830201, 20.453014 44.8302, 20.452539 44.830191, 20.452595 44.830263, 20.452493 44.830397, 20.45239 44.830398, 20.452327 44.830342, 20.452187 44.830338, 20.451985 44.83011, 20.452134 44.829947, 20.452034 44.829829, 20.452386 44.829827, 20.452515 44.829674, 20.452548 44.829635, 20.452591 44.829635, 20.452608 44.829315))",20.45272825278032,44.82990155000001
way,670630709.0,sports_centre,swimming,,,,,,,,,,,,osm,,,,,,leisure=sports_centre (filtered),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,sports_centre,,0.0,False,,,False,sports_centre,"POLYGON ((20.251566 44.382924, 20.2516 44.382453, 20.251686 44.382456, 20.251691 44.38238, 20.251782 44.382384, 20.251786 44.38233, 20.251893 44.382334, 20.25189 44.382377, 20.252103 44.382385, 20.252099 44.382432, 20.252225 44.382436, 20.252223 44.382471, 20.252187 44.382964, 20.252068 44.382959, 20.252064 44.383009, 20.252005 44.383007, 20.251996 44.383126, 20.251817 44.383119, 20.251819 44.383097, 20.251596 44.383088, 20.251605 44.382972, 20.251645 44.382974, 20.251648 44.382927, 20.251566 44.382924))",20.251894594173912,44.382697449999995
way,1120378978.0,sports_centre,,,Otvoreno plivaliste Kosutnjak,Отворено пливалиште Кошутњак,Отворено пливалиште Кошутњак,Otvoreno plivalište Košutnjak,,,,,,,osm,,,,,,leisure=sports_centre (filtered),,,,,,,,,sr:СЦ Кошутњак,,,,Базени Кошутњак,,,,,,,,,,,,,,,Bazeni Košutnjak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,sports_centre,Отворено пливалиште Кошутњак,0.0,True,otvoreno plivaliste kosutnjak,,False,sports_centre,"POLYGON ((20.422376 44.76562, 20.42274 44.765382, 20.423105 44.765106, 20.423381 44.765318, 20.423436 44.765296, 20.423822 44.76514, 20.423972 44.765136, 20.424455 44.764937, 20.424386 44.764818, 20.424402 44.764712, 20.424836 44.764471, 20.424733 44.764315, 20.424531 44.764095, 20.424078 44.763954, 20.422846 44.764142, 20.421532 44.764554, 20.421461 44.764825, 20.421609 44.765143, 20.422139 44.765481, 20.422376 44.76562))",20.422935343121303,44.76476480000001
node,9139271819.0,fitness_centre,fitness;climbing_adventure;swimming;pilates,,,BeWell,,,,,,,,,osm,,,,,,leisure=fitness_centre (filtered),,,,https://www.be-well.rs/,,,,,,,,,,https://www.instagram.com/fitness_centar_be_well/,Mo-Fr 06:00-22:00; Sa 07:00-20:00,+381 11 4094397,,11000,,Београд,64,Кајмакчаланска,,,,,,,office.bewell@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,gym,BeWell,0.0,False,bewell,,False,gym,POINT (20.492297 44.797529),20.4922968,44.79752919999999
